Player Name,Team Name,Player Role,Bowling Style,Batting Hand,Matches,Batting,Bowling,Fielding,Total
Venkatesh Sanem,TSV Frankfurt Garuda,All-Rounder,Right-arm medium,RHB,3,4.413,2.602,0.98,7.995
Hayatullah Habibzai,Giessener 11,All-Rounder,Right-arm fast,RHB,3,3.9,3.882,0.168,7.95
Rajesh bura,FCC Friends XI,,Right-arm medium,RHB,3,0.2,5.696,1.96,7.856
Amanullah Khan,Darebulls,,Right-arm fast,RHB,3,2.514,5.309,0,7.823
Moin,Mannschaft Ginnheimer,,Right-arm fast,LHB,3,2.568,5.24,0,7.808
Qasim,Dietzenbacher Cricket Star,,Right-arm fast,RHB,6,5.283,1.661,0.84,7.784
Ridol Michael,Mainz Cricket Club,,Right-arm fast,RHB,3,0,5.768,1.96,7.728
Raghavan Sivaraj,Trebur Cricket Club,,Right-arm medium,RHB,6,1.1,6.072,0.504,7.676
Anubhav,Trebur Cricket Club,,Right-arm Off Break,RHB,5,0.7,6.522,0.448,7.67
Abhilash,TSV Darmstadt XI,All-Rounder,Right-arm fast,RHB,3,0.847,6.611,0.168,7.626
Abdul Manan,Mannschaft Ginnheimer,,Right-arm medium,RHB,2,6.079,1.411,0,7.49
Srikanth Thorlikonda,TSV Darmstadt XI,,Right-arm fast,RHB,5,2.3,3.687,1.484,7.471
Ashwin,Trebur Cricket Club,,,RHB,5,5.911,0,1.512,7.423
Adel Zadran,FCC Friends XI,,Right-arm fast,RHB,5,1.422,5.98,0,7.402
Rohit baghel,Darebulls,All-Rounder,Right-arm medium,RHB,3,0.718,5.28,1.4,7.398
Chirag kankariya,TSGN Royal Lions,,Right-arm fast,RHB,3,1,5.965,0.42,7.385
Neelam Nagaraj,Tgs Indian Challengers,All-Rounder,Right-arm medium,RHB,3,5.429,0,1.932,7.361
Praveen Kumar Balaraj,TBG Neulusheim,Top-order batter,Right-arm medium,RHB,3,6.55,0,0.784,7.334
Chandu Pillalamarri,TSV Darmstadt United,Wicket-keeper batter,Right-arm medium,RHB,6,5.535,0,1.792,7.327
Sonam,KK Challengers,,Right-arm fast,RHB,4,4.737,0.1,2.484,7.321
Komal Theja Yedam,FCC Friends XI,All-Rounder,Right-arm medium,RHB,5,3.318,2.602,1.4,7.32
Shamil,KK Challengers,All-Rounder,Right-arm fast,RHB,4,0.6,5.934,0.784,7.318
Akarsh H,Frankfurt Spartans Cricket Club,None,Right-arm fast,RHB,6,2.211,0,5.078,7.289
Aamod Kulkarni,TSGN Royal Warriors,,,RHB,5,3.5,0,3.66,7.16
Yogesh Dhariyal,SPVGG Dragons,All-Rounder,Right-arm fast,RHB,5,0,6.334,0.784,7.118
Aravind Reddy G,BlueWings,,Right-arm medium,RHB,2,4.426,0.344,2.24,7.01
Saurabh Singh,TSGN Mavericks,,Right-arm medium,RHB,3,6.748,-0.034,0.28,6.994
Praneeth Vaddadi,Kassel Cricket Club,All-Rounder,Right-arm Off Break,RHB,3,0.301,6.65,0,6.951
Ajay Kumar Bharath Kumar,Tgs Indian Challengers,,Right-arm fast,RHB,3,2.5,2.459,1.96,6.919
Kannan,Giessener 11,,Right-arm fast,RHB,5,4.333,1.023,1.55,6.906
Susheel Amingad,SPVGG Dragons,All-Rounder,Right-arm fast,RHB,3,1.6,2.698,2.604,6.902
Mandeep,Hawk Hunters,All-Rounder,Right-arm fast,RHB,8,3.707,2.605,0.56,6.872
Kaushik Sekar,DCC Rising Stars,,Right-arm fast,RHB,5,1,4.989,0.84,6.829
Kannan Viswambharan,Mainz Cricket Club,,,RHB,4,5.978,0,0.84,6.818
Iniyan Panneerselvan,Royal Strikers FFM,,Right-arm medium,RHB,1,5.17,1.333,0.28,6.783
Vishal Jadav,TGS Rising Challengers,,Right-arm fast,RHB,3,0.5,5.562,0.7,6.762
sumanth Pulluru,TSV Darmstadt United,All-Rounder,Right-arm medium,RHB,5,3.164,2.138,1.438,6.74
Ragunathan S,Trebur Cricket Club,Top-order batter,Right-arm medium,LHB,5,4.908,1.541,0.28,6.729
Anoop P B,Sulzbach XI,All-Rounder,Right-arm medium,RHB,3,0.3,5.247,1.064,6.611
Rajat Jena,Ingelheim Cricket Club,All-Rounder,Right-arm medium,RHB,3,0.6,5.719,0.28,6.599
Anoop Kiran,SPVGG Dragons,Middle-order batter,Right-arm medium,RHB,5,5.083,0,1.512,6.595
D V Mohan Krishna,Trebur Cricket Club,,,RHB,3,6.004,0,0.56,6.564
Sumant CHAHAR,TGS Rising Challengers,All-Rounder,Right-arm medium,RHB,3,2.913,2.727,0.84,6.48
Mustafa Malik,TSGN Mavericks,,Right-arm medium,RHB,3,5.023,1.451,0,6.474
Mohd Akram,TSGN Royal Warriors,,Right-arm medium,RHB,3,6.172,0,0.224,6.396
Ali Naveed,Mannschaft Ginnheimer,,Right-arm medium,RHB,3,0.936,5.441,0,6.377
Chandan Singh,Hawk Hunters,,Right-arm fast,RHB,6,5.503,0,0.84,6.343
Narayana Chandram,Wetzlar Super Kings,,Right-arm fast,RHB,3,1.938,4.393,0,6.331
Gurjinder singh,Hawk Hunters,,Left-arm fast,LHB,2,2.635,3.144,0.504,6.283
Ravi Gangula DBAG,BlueWings,,Right-arm fast,RHB,3,0.705,5.277,0.28,6.262
Bhardwaj Vipin FCC,Freizeit CC,,Right-arm medium,RHB,2,3.672,2.363,0.224,6.259
Charanpreet Singh,KK Challengers,,Right-arm medium,RHB,5,0.5,5.53,0.224,6.254
Ajay Kumar Holla,TBG Neulusheim,All-Rounder,Right-arm medium,RHB,5,0.509,5.45,0.28,6.239
Danial,Hawk Hunters,,Right-arm fast,RHB,6,5.642,0,0.56,6.202
Pravin Tony,Mainz Cricket Club,All-Rounder,Right-arm fast,RHB,5,4.519,0,1.64,6.159
Praveen Ingaale,RCB Cricket Club Ruesselsheim,,Right-arm medium,RHB,4,5.909,0,0.224,6.133
Krishna Komaravolu,TSV Frankfurt Garuda,,Right-arm medium,RHB,2,5.959,0.146,0,6.105
Atishay Jain,TSGN Royal Warriors,,Right-arm fast,RHB,3,0,5.6,0.504,6.104
Gokul,RCB Cricket Club Ruesselsheim,,Right-arm medium,RHB,3,0.8,5.292,0,6.092
Peter Paul,Mainz Cricket Club,,Right-arm medium,RHB,4,0.8,4.998,0.28,6.078
Sufiyan Gouri,TSV Darmstadt XI,,,RHB,3,5.137,0,0.934,6.071
Abdul Junaid,TSV Frankfurt Garuda,,Right-arm fast,RHB,3,0.1,2.888,3.08,6.068
Mithun Puthenkottupalliyil,Tgs Indian Challengers,Bowler,Right-arm medium,RHB,3,0.408,4.258,1.4,6.066
Sidharth Sharma,Sulzbach XI,Middle-order batter,Right-arm medium,RHB,3,3.025,2.69,0.28,5.995
Hamid Shah,Juggernaut Cricket Club,,Right-arm medium,RHB,3,1.406,3.911,0.654,5.971
Abhitej Vennapu,TBG Neulusheim,All-Rounder,Right-arm medium,LHB,4,5.877,0,0,5.877
Nitin Tyagi,Juggernaut Cricket Club,,Right-arm fast,RHB,3,4.585,1.006,0.28,5.871
Sreejith sreedharan Nair,Frankfurt Spartans Cricket Club,,Right-arm medium,RHB,4,1.102,4.093,0.654,5.849
Gowthamraj,Royal Strikers FFM,None,Right-arm medium,RHB,3,2.305,1.695,1.83,5.83
Dhinesh Kumar Periyasamy,Royal Strikers FFM,All-Rounder,Right-arm medium,RHB,3,0,5.788,0,5.788
Rishi,TSGN Royal Warriors,All-Rounder,Right-arm fast,RHB,2,3.1,2.407,0.28,5.787
Chinmay Dsouza,Kassel Cricket Club,,Right-arm fast,RHB,3,0.7,4.798,0.28,5.778
Cijesh John,Kassel Cricket Club,All-Rounder,Right-arm fast,RHB,3,3.714,1.701,0.28,5.695
Ankit Khurana,Hawk Hunters,,Right-arm medium,RHB,3,0,5.679,0,5.679
Selvaraj Kanniyan,Royal Strikers FFM,,Right-arm medium,RHB,3,0.673,5.002,0,5.675
Navin Dhamecha,SPVGG Dragons,All-Rounder,Right-arm medium,RHB,4,5,-0.056,0.644,5.588
Raheel ahmad,Hawk Hunters,,Right-arm medium,RHB,2,0,5.114,0.448,5.562
TANMAY GORAD,TSV Darmstadt United,All-Rounder,Left-arm medium,LHB,5,2.015,2.759,0.784,5.558
Sai Krishna Reddy Guntaka,TSV Darmstadt XI,,Right-arm fast,RHB,2,0,5.538,0,5.538
Allen Cutinha,SPVGG Dragons,All-Rounder,Right-arm medium,RHB,2,0.401,4.426,0.7,5.527
Keshav Rao,SPVGG Dragons,,Right-arm medium,RHB,3,1.4,4.124,0,5.524
Vishvajeet Tandale,Sulzbach XI,All-Rounder,Right-arm medium,RHB,3,1.2,4.246,0,5.446
Shannu,Sulzbach XI,All-Rounder,Right-arm medium,RHB,2,5.113,0,0.28,5.393
Ajith,KK Challengers,None,Right-arm fast,RHB,2,0,5.357,0,5.357
Anirudh Rao,MSC Black Bears,All-Rounder,Right-arm fast,LHB,3,4.745,0.135,0.43,5.31
Siva Tumpala,BlueWings,,Right-arm fast,RHB,3,0.6,4.144,0.56,5.304
Smruti ranjan panda,Hawk Hunters,,,RHB,7,0.821,0,4.48,5.301
Manoj Kumar,SPVGG Dragons,Lower-order batter,Right-arm fast,RHB,3,0.8,3.699,0.784,5.283
Muneeb Ullah,Trebur Cricket Club,,Right-arm fast,RHB,3,2.031,3.206,0,5.237
Adi,SPVGG Dragons,All-Rounder,Right-arm fast,RHB,3,5.194,0,0,5.194
Yogesh Rade,Wetzlar Super Kings,,Right-arm fast,RHB,3,0.8,2.986,1.4,5.186
Praveen Damera,FCC Friends XI,,Right-arm medium,RHB,4,0,4.331,0.84,5.171
Sobin,TSGN Mavericks,,Right-arm fast,RHB,3,0.9,4.194,0,5.094
Khalid,Giessener 11,,Right-arm fast,,3,0,5.087,0,5.087
Vishal,TSV Darmstadt United,,Right-arm fast,RHB,3,2.061,2.975,0,5.036
Ibrahim Zadran,Hawk Hunters,,Right-arm medium,RHB,3,3.501,1.521,0,5.022
Rohan Kumar Rathi,Tgs Indian Challengers,,Right-arm medium,RHB,3,1.905,2.72,0.28,4.905
KiranKumar Vodela,Kassel Cricket Club,,,RHB,3,3,0,1.904,4.904
Ram Reddy Nallawar,BlueWings,,,RHB,3,4.874,0,0,4.874
Hemant Patil,TSGN Royal Warriors,All-Rounder,Right-arm medium,RHB,4,0.901,3.177,0.784,4.862
Amit Naidu,Darebulls,,,RHB,3,4.244,0,0.56,4.804
Sahil Zabiullah,Giessener 11,,Right-arm fast,RHB,2,0.2,4.309,0.28,4.789
Dhananjay Shellikeri,TSGN Royal Lions,,Right-arm medium,RHB,5,0.8,3.019,0.952,4.771
Deepak Lamba,DCC Rising Stars,Wicket-keeper batter,Slow left-arm orthodox,RHB,5,2.817,0,1.848,4.665
Karthik P,Freizeit CC,,Right-arm medium,RHB,2,0.1,3.151,1.4,4.651
Ashish Dangi,TSV Frankfurt Garuda,,Right-arm medium,RHB,2,0,4.642,0,4.642
Vaibhav Sareen,Juggernaut Cricket Club,Opening batter,Right-arm Off Break,RHB,3,2.513,0,2.092,4.605
Shubham Bhatt,TSGN Royal Warriors,All-Rounder,Right-arm medium,RHB,5,0.5,3.24,0.84,4.58
Manish,MSC Black Bears,None,Right-arm medium,LHB,3,4.535,0,0,4.535
GABRU,Kassel Cricket Club,All-Rounder,Right-arm fast,RHB,3,3.005,1.225,0.28,4.51
Suriya Prakash,TGS Rising Challengers,Wicket-keeper batter,Right-arm medium,RHB,3,4.121,0,0.374,4.495
Avinash Ravi Prakash,Ingelheim Cricket Club,,Right-arm medium,RHB,3,0,4.208,0.28,4.488
Bhavik Pandya,TSGN Royal Warriors,,Right-arm medium,LHB,2,0.405,4.065,0,4.47
Rana Tahir Rüss,RCB Cricket Club Ruesselsheim,,Right-arm fast,,5,0.4,3.312,0.744,4.456
Akhil Bhadran,KK Challengers,All-Rounder,Right-arm medium,RHB,4,3.428,0,1.008,4.436
Zahidullah Zadran,SVS Frankfurt Eagles,,Right-arm medium,RHB,2,0.961,3.152,0.28,4.393
Pankaj Sharma,Ingelheim Cricket Club,,Right-arm medium,RHB,3,1.7,2.675,0,4.375
Vivek Kumar Chandel,DCC Rising Stars,None,Right-arm medium,RHB,5,3.7,0,0.654,4.354
Pramod Bhat,Darebulls,,Right-arm fast,RHB,1,0,4.294,0,4.294
Abhinav,DCC Rising Stars,Top-order batter,Right-arm medium,RHB,5,3.466,0,0.784,4.25
Nitin,TSV Frankfurt Garuda,,Right-arm medium,RHB,3,1.35,2.329,0.56,4.239
Naufal Hameed,TSGN Royal Warriors,,Right-arm medium,RHB,3,0.1,4.111,0,4.211
Guru Gadiwaddar,Trebur Cricket Club,All-Rounder,Right-arm medium,RHB,3,0.2,3.908,0,4.108
Roxy,Dietzenbacher Cricket Star,,,RHB,5,2.762,0,1.344,4.106
Arun Selva,TGS Rising Challengers,,Right-arm medium,RHB,3,4.046,-0.01,0,4.036
Naqash Naveed,FCC Friends XI,,Slow left-arm orthodox,LHB,2,1.2,2.82,0,4.02
Balaji Sevanan,TGS Rising Challengers,,Slow left-arm chinaman,RHB,3,2.213,0,1.764,3.977
Jibin Joychan,Giessener 11,Wicket-keeper batter,None,LHB,4,1.015,0,2.928,3.943
Ahtasham Kang,Freizeit CC,Lower-order batter,Right-arm fast,RHB,2,0.101,3.641,0.168,3.91
Rushikesh Ravindra Yadav,TSV Darmstadt XI,Top-order batter,Right-arm medium,RHB,2,3.9,0,0,3.9
Rahmatullah,Hawk Hunters,,Right-arm fast,LHB,2,2.43,1.458,0,3.888
Hari P,Sulzbach XI,,Right-arm medium,RHB,3,0.4,3.15,0.28,3.83
Selvakumar Ramalingam,FCC Friends XI,,,RHB,3,0.9,0,2.912,3.812
SUHAIL SHA,KK Challengers,All-Rounder,Right-arm fast,RHB,4,3.58,0,0.224,3.804
Tushar Lalingkar,MSC Black Bears,,Right-arm fast,RHB,2,1.929,1.564,0.28,3.773
Sudeep kumar Gopathi,Kassel Cricket Club,,Right-arm medium,RHB,3,0.2,2.695,0.84,3.735
Margin jivani,KK Challengers,,Right-arm medium,RHB,3,0.1,2.513,1.12,3.733
Jagdish Dattarsingh Rathore,TSV Darmstadt XI,,,RHB,3,2.667,0,1.064,3.731
Vaibhav Garhia,DCC Rising Stars,,Right-arm fast,RHB,4,0,2.314,1.4,3.714
Mahendra Dewasi,Ingelheim Cricket Club,,Right-arm medium,RHB,3,1.4,1.173,1.064,3.637
Varun Vegesna,Wetzlar Super Kings,,Right-arm medium,RHB,3,1.904,1.727,0,3.631
Hameed Khan,SVS Frankfurt Eagles,All-Rounder,Left-arm medium,LHB,2,3.363,-0.04,0.28,3.603
Sudhanshu Bhushan,Giessener 11,,,RHB,3,3.6,0,0,3.6
Chakradhar Akkaldevi 15,Trebur Cricket Club,Wicket-keeper batter,Right-arm medium,RHB,3,2.3,0,1.232,3.532
Tabish Hasan,TSGN Mavericks,Middle-order batter,None,RHB,3,2.41,0,1.12,3.53
Nitish,Wetzlar Super Kings,All-Rounder,Right-arm medium,RHB,3,3.043,0,0.43,3.473
Chirag Oberoi,Juggernaut Cricket Club,,Right-arm medium,RHB,2,3.229,0,0.224,3.453
Vijay Gurram,Sulzbach XI,,Right-arm medium,RHB,3,0.6,2.751,0,3.351
Razaa Darebulls,Darebulls,,Right-arm Off Break,RHB,2,2.34,0.995,0,3.335
Abdul Ghaffar,TSV Darmstadt United,All-Rounder,Left-arm medium,RHB,3,0.6,2.217,0.504,3.321
Harinatha Gunditharu,Tgs Indian Challengers,,Right-arm fast,RHB,2,0.2,2.831,0.224,3.255
Rahul Agarwal,Juggernaut Cricket Club,All-Rounder,Right-arm medium,RHB,3,0.502,2.512,0.224,3.238
Lalit Sharma,Juggernaut Cricket Club,All-Rounder,Right-arm medium,RHB,3,1.4,1.825,0,3.225
Ajmal,Giessener 11,,Left-arm fast,LHB,3,3.014,-0.124,0.28,3.17
Krishna A,DCC Rising Stars,Top-order batter,Right-arm medium,RHB,3,2.504,0,0.56,3.064
Abhishek Krishnamurthy,TBG Neulusheim,All-Rounder,Right-arm medium,RHB,3,1.242,1.029,0.784,3.055
Rahul Ramakrishnan,RCB Cricket Club Ruesselsheim,None,None,RHB,3,3.054,0,0,3.054
Rakesh Thimmegowda,Royal Strikers FFM,,Right-arm medium,RHB,3,1.705,0,1.344,3.049
Dev Kolte FCC DE,Freizeit CC,,,RHB,2,3.048,0,0,3.048
Ambarish Vadher,TSGN Royal Lions,,Right-arm Off Break,RHB,2,3.041,0,0,3.041
Sandeep EK,Frankfurt Spartans Cricket Club,Top-order batter,Right-arm medium,RHB,3,0.6,1.9,0.504,3.004
Mani,TSV Darmstadt XI,,Right-arm medium,RHB,2,0.1,2.67,0.224,2.994
Shailendra Pawar,Darebulls,,Right-arm medium,RHB,3,0.3,2.685,0,2.985
Bharath Mukunda,BlueWings,All-Rounder,Right-arm medium,RHB,3,0.3,2.67,0,2.97
Gnana Prakasam,TGS Rising Challengers,,Right-arm fast,RHB,3,2.445,0,0.504,2.949
Deepak Bhardwaj ,Freizeit CC,,Right-arm medium,RHB,2,1.2,1.289,0.448,2.937
Vasanth Ramar,Freizeit CC,All-Rounder,Right-arm medium,RHB,2,1.3,0.228,1.4,2.928
Ayush Vekariya,TSGN Mavericks,All-Rounder,Right-arm medium,RHB,1,0,2.922,0,2.922
Prasad Bolishetti,Sulzbach XI,All-Rounder,Left-arm medium,LHB,3,1.424,1.421,0,2.845
Vivek Patel,Hawk Hunters,,Right-arm fast,RHB,5,2.616,0,0.224,2.84
Sunil Patil,MSC Black Bears,Wicket-keeper batter,Right-arm medium,RHB,3,1.4,0,1.438,2.838
Akshay Natarajan,Royal Strikers FFM,,Right-arm medium,RHB,2,2.895,-0.063,0,2.832
Abdul Waseh Khawaja,Tgs Indian Challengers,All-Rounder,Right-arm fast,RHB,3,0,2.828,0,2.828
Yogesh Singh Rathore,Wetzlar Super Kings,All-Rounder,Right-arm medium,RHB,2,0.4,2.413,0,2.813
Raju Palakurla,BlueWings,,Right-arm fast,RHB,3,0.9,1.47,0.43,2.8
Satish Kumar,MSC Black Bears,,,RHB,3,2.414,0,0.374,2.788
Vaishnav Tummuru,Kassel Cricket Club,,Right-arm fast,RHB,3,0.9,1.56,0.28,2.74
Ashish Malode,Darebulls,,Right-arm fast,RHB,1,2.394,0,0.224,2.618
Parth Patel,TSGN Royal Warriors,None,None,RHB,3,1.229,0,1.382,2.611
