Player Name,Team Name,Player Role,Bowling Style,Batting Hand,Matches,Batting,Bowling,Fielding,Total
Ahmad Khan,AMU Sultans,,Right-arm medium,RHB,2,8.876,0.938,2.700,12.514
Karthik Nag,RCB XI,Wicket-keeper batter,None,RHB,4,8.733,0.000,3.684,12.417
Het Naik,Frankfurt wolves,,Right-arm medium,RHB,3,4.755,6.576,1.080,12.411
Rajasekhar ,TSGN Titans,,Right-arm medium,RHB,6,6.217,5.567,0.540,12.324
Anoop Kiran,SPVGG Dragons,Middle-order batter,Right-arm medium,RHB,4,11.280,0.000,1.008,12.288
Jay Vala,Old Monks XI,,Right-arm medium,RHB,4,11.325,-0.057,0.936,12.204
ROXY,FalconsXI,All-Rounder,Right-arm medium,RHB,4,11.826,0.000,0.360,12.186
Sheikh Suleman,AMU Sultans,All-Rounder,Right-arm fast,RHB,3,6.700,4.749,0.720,12.169
Shahedur Rahaman Suny,Frankfurt Strikers,,Right-arm fast,RHB,7,10.288,-0.029,1.800,12.059
H Pavan Kumar,SPVGG Dragons,,Right-arm medium,RHB,5,1.427,10.268,0.288,11.983
Ashik Rahuman,VFL_Kesselehim,All-Rounder,Right-arm fast,RHB,5,9.325,1.911,0.720,11.956
Imtiaz Ali,AMU Sultans,,Right-arm medium,RHB,2,1.316,9.349,1.260,11.925
Suriya Prakash,TGS Rising Challengers,Wicket-keeper batter,Right-arm medium,RHB,4,11.922,0.000,0.000,11.922
Raj,TSGN Titans,,Right-arm Leg Break,RHB,6,0.629,10.471,0.792,11.892
Amit Sharma,TSGN Royal Lions,None,Slow left-arm orthodox,LHB,4,4.800,6.751,0.288,11.839
Venkatesh Sanem,TSV Frankfurt Garuda,All-Rounder,Right-arm medium,RHB,4,3.954,7.416,0.360,11.730
Pramukh,RCB XI,Wicket-keeper batter,Right-arm medium,RHB,4,0.000,10.229,1.446,11.675
Lovdeep Gothra,Hawk Hunters,,Right-arm medium,RHB,3,6.100,3.042,2.448,11.590
Meet M,VFL_Kesselehim,,Right-arm fast,RHB,5,10.905,0.000,0.648,11.553
Shiva,TSGN Titans,All-Rounder,Right-arm fast,RHB,3,1.432,9.062,0.936,11.430
Charan Ronanki,TSV Frankfurt Garuda,,Right-arm medium,RHB,4,5.101,5.632,0.576,11.309
Adi,TSGN Mavericks,All-Rounder,Right-arm fast,RHB,4,4.792,5.725,0.726,11.243
Hamid Shah,FalconsXI,,Right-arm medium,RHB,4,2.356,7.250,1.584,11.190
Mandeep,Hawk Hunters,All-Rounder,Right-arm fast,RHB,7,7.200,2.081,1.908,11.189
Dhinesh Kumar Periyasamy,Royal Strikers FFM,All-Rounder,Right-arm medium,RHB,4,2.600,8.464,0.000,11.064
Suhas Rao,Frankfurt wolves,All-Rounder,Right-arm medium,RHB,4,0.200,10.561,0.288,11.049
Darshan Parameswara,Tgs Indian Challengers,Wicket-keeper batter,None,RHB,6,2.800,0.000,8.208,11.008
Rahul Agarwal,MSC Black Bears,All-Rounder,Right-arm medium,RHB,3,0.100,10.871,0.000,10.971
Sai Sagar Titans,TSGN Titans,,,RHB,5,6.518,0.000,4.320,10.838
Baskar Ayyappa,Trebur Cricket Club,None,Right-arm medium,RHB,5,5.140,5.019,0.648,10.807
Sidharth Sharma,Sulzbach XI,Middle-order batter,Right-arm medium,RHB,4,4.337,6.447,0.000,10.784
Saif Ur Rehman,AMU Sultans,,Right-arm fast,RHB,4,0.300,9.786,0.648,10.734
Dayakar Reddy Bayyam,TSV Frankfurt Garuda,,Right-arm medium,RHB,4,10.275,-0.023,0.360,10.612
Margin jivani,KK Challengers,,Right-arm medium,RHB,4,0.000,9.448,1.086,10.534
Selvaraj Kanniyan,Royal Strikers FFM,,Right-arm medium,RHB,4,3.133,6.200,1.188,10.521
Sheeraz Ahmed,Darebulls,,Left-arm medium,RHB,3,7.839,2.659,0.000,10.498
Prajwal,Old Monks XI,Top-order batter,Right-arm Leg Break,RHB,2,10.200,0.000,0.288,10.488
TANMAY GORAD,TSV Darmstadt United,All-Rounder,Left-arm medium,LHB,4,9.140,0.000,1.296,10.436
Satish Kumar,MSC Black Bears,,,RHB,5,9.229,0.000,1.158,10.387
Shamanth Ravindra,RCB XI,All-Rounder,Right-arm fast,RHB,4,2.538,6.915,0.864,10.317
Gopal Cricket Germany,BlueWings,,Right-arm fast,RHB,5,0.300,7.026,2.988,10.314
Shannu,Sulzbach XI,All-Rounder,Right-arm medium,RHB,4,9.662,0.000,0.648,10.310
Shibin,Frankfurt Spartans Cricket Club,Wicket-keeper batter,Right-arm fast,RHB,4,0.700,8.296,1.296,10.292
Jeswin Joseph M,Frankfurt Spartans Cricket Club,All-Rounder,Right-arm fast,RHB,5,4.811,2.823,2.592,10.226
Bhimreddy,SGM Guardians,,Right-arm medium,RHB,4,2.240,4.595,3.240,10.075
Amanullah Khan,Darebulls,,Right-arm fast,RHB,4,4.185,5.877,0.000,10.062
Ali Raza,FalconsXI,,Right-arm fast,RHB,4,4.615,5.078,0.360,10.053
Yogesh Dhariyal,SPVGG Dragons,All-Rounder,Right-arm fast,RHB,3,0.100,9.561,0.360,10.021
Murtaza Bhatti,KK Challengers,,Right-arm fast,RHB,2,7.459,1.728,0.720,9.907
Ravi,TBG Neulusheim,,Right-arm Leg Break,RHB,4,0.000,9.905,0.000,9.905
Deep Shah,Old Monks XI,All-Rounder,Slow left-arm orthodox,LHB,4,0.909,8.688,0.288,9.885
Santosh KM,Aschaffenburg United,Middle-order batter,Right-arm medium,RHB,4,9.675,-0.163,0.360,9.872
Ragunathan S,Trebur Cricket Club,Top-order batter,Right-arm medium,LHB,5,7.810,0.993,1.044,9.847
Syed Khalander pasha,TSGN Royal Warriors,Wicket-keeper batter,None,LHB,5,9.550,0.000,0.288,9.838
Rakesh Thimmegowda,Royal Strikers FFM,,Right-arm medium,RHB,3,6.661,-0.037,3.174,9.798
Murad Hossain,Skyline Strikers,All-Rounder,Right-arm medium,RHB,3,8.058,1.707,0.000,9.765
Hemant sai P,Giessener 11,,Left-arm medium,RHB,4,2.300,7.449,0.000,9.749
Nadid Shahriar Audith,Frankfurt Strikers,Middle-order batter,Right-arm medium,RHB,7,8.146,0.000,1.584,9.730
Boney Mathew,Frankfurt Spartans Cricket Club,All-Rounder,Right-arm medium,RHB,5,2.900,6.809,0.000,9.709
Hafiz,Frankfurt Strikers,Bowler,Right-arm medium,RHB,8,7.441,1.404,0.792,9.637
Sriram Karanam,Friedrichsdorf Cricket Club,,Left-arm fast,LHB,4,3.500,6.119,0.000,9.619
Charchil Gajera,VFL_Kesselehim,Middle-order batter,Right-arm fast,RHB,3,1.400,7.331,0.870,9.601
Vaibhav Garhia,DCC Rising Stars,,Right-arm fast,RHB,4,2.700,6.577,0.288,9.565
Prateek Patil,Aschaffenburg United,,Right-arm fast,RHB,3,1.614,5.177,2.772,9.563
Abdullah Shafqat,SGM Guardians,,Right-arm Off Break,RHB,4,9.186,0.000,0.360,9.546
Muhammad Safwan Salahuddin,KK Challengers,,Right-arm medium,RHB,4,3.900,3.754,1.872,9.526
Afzal Basha,Frankfurt wolves,,Right-arm medium,RHB,3,0.000,8.227,1.296,9.523
Jatin Lalwani,VFL_Kesselehim,,Right-arm medium,RHB,4,0.100,9.025,0.360,9.485
Vinay Nagappa Mana,FCC Friends XI,,,RHB,4,5.390,0.000,4.068,9.458
Girish Menon,TGS Rising Challengers,Middle-order batter,Right-arm medium,RHB,4,5.889,2.823,0.720,9.432
Rahul Shinde,TSGN Royal Lions,None,Right-arm medium,RHB,6,0.900,7.019,1.368,9.287
Gokul Karthikeyan,Frankfurt Spartans Cricket Club,All-Rounder,Right-arm medium,LHB,1,8.257,-0.067,1.080,9.270
Manish,MSC Black Bears,None,Right-arm medium,LHB,4,6.661,0.000,2.592,9.253
Rohan Kumar Rathi,Tgs Indian Challengers,,Right-arm medium,RHB,5,2.027,6.629,0.576,9.232
Pravin Tony,TBG Neulusheim,All-Rounder,Right-arm fast,RHB,4,4.063,4.652,0.510,9.225
Rajesh bura,FCC Friends XI,,Right-arm medium,RHB,3,0.000,7.874,1.260,9.134
Muhammad Faisal,SVS Frankfurt Eagles,,Right-arm medium,RHB,6,8.732,0.000,0.360,9.092
Kishan,RCB XI,Bowler,Right-arm medium,RHB,4,0.400,8.251,0.438,9.089
Mohan Jayaram,Frankfurt wolves,,Left-arm medium,RHB,4,7.102,-0.034,2.016,9.084
Vivek Kumar Chandel,DCC Rising Stars,None,Right-arm medium,RHB,4,7.861,-0.045,1.260,9.076
NirmalBaskar,Royal Strikers FFM,,Right-arm fast,RHB,4,8.387,-0.064,0.720,9.043
Atta- Ul Quddoos,Hawk Hunters,All-Rounder,Right-arm fast,RHB,4,0.100,8.556,0.360,9.016
Syed Ameer Hamza,FalconsXI,,Right-arm fast,RHB,1,0.685,7.898,0.360,8.943
Harish Kumar Pula,BlueWings,,Right-arm fast,RHB,4,7.500,0.000,1.368,8.868
Vishal,TSV Darmstadt United,,Right-arm fast,RHB,2,3.773,5.046,0.000,8.819
Manoj Cricket Hdbg,TBG Neulusheim,None,Right-arm medium,RHB,2,3.686,4.360,0.648,8.694
Santosh Upadhye,SPVGG Dragons,,Right-arm fast,RHB,2,0.400,8.284,0.000,8.684
Ankur Tyagi,SPVGG Dragons,,Right-arm Off Break,RHB,5,8.300,0.000,0.360,8.660
Vishvajeet Tandale,Sulzbach XI,All-Rounder,Right-arm medium,RHB,4,2.100,5.510,1.008,8.618
Sudhanshu Mishra,TSGN Mavericks,,Right-arm medium,RHB,3,2.995,5.218,0.360,8.573
Indrajit,Karlsruhe Knights,All-Rounder,Right-arm medium,RHB,3,5.100,3.004,0.438,8.542
Rajesh  kumar,Friedrichsdorf Cricket Club,,Left-arm fast,RHB,3,0.200,6.848,1.440,8.488
Danish Said,Old Monks XI,All-Rounder,Right-arm medium,RHB,4,6.581,0.000,1.800,8.381
Vamsidhar Mannam,TSV Frankfurt Garuda,,Right-arm medium,RHB,4,2.876,0.000,5.436,8.312
Siddanth Parswanatha Jain,Giessener 11,,Right-arm fast,RHB,3,0.400,7.183,0.720,8.303
Deepak Lamba,DCC Rising Stars,Wicket-keeper batter,Slow left-arm orthodox,RHB,4,7.706,0.000,0.576,8.282
Saksham Gupta,MSC Black Bears,,Right-arm fast,RHB,4,0.000,4.564,3.708,8.272
Hayatullah Habibzai,Giessener 11,All-Rounder,Right-arm fast,RHB,2,0.800,7.404,0.000,8.204
Srinivasan RS,Karlsruhe Knights,Top-order batter,Right-arm medium,RHB,2,7.800,0.000,0.360,8.160
Chetan Sahil,TSGN Titans,,Left-arm medium,LHB,5,4.482,2.391,1.260,8.133
Karthik Kasula,Hawk Hunters,,Right-arm fast,RHB,5,1.006,6.360,0.648,8.014
Kannan,Giessener 11,,Right-arm fast,RHB,2,0.100,5.390,2.520,8.010
Sandeep Gujaran,Friedrichsdorf Cricket Club,Bowler,Left-arm fast,RHB,3,0.300,7.335,0.360,7.995
Asmat Ullah,TSGN Royal Lions,,Right-arm fast,LHB,3,0.600,5.580,1.800,7.980
Saif Uddin,Skyline Strikers,Top-order batter,Right-arm medium,RHB,2,3.049,4.903,0.000,7.952
Kush Coshic,SPVGG Dragons,,Right-arm fast,RHB,3,2.975,4.658,0.288,7.921
Shivam Salunkhe,TSV Darmstadt United,All-Rounder,Right-arm medium,RHB,5,2.800,4.600,0.360,7.760
Waqas Qasim,Giessener 11,Top-order batter,Right-arm medium,RHB,4,4.417,3.328,0.000,7.745
Sonam,Karlsruhe Knights,,Right-arm fast,RHB,3,3.810,1.940,1.944,7.694
Pratik Patil,Giessener 11,All-Rounder,Right-arm fast,RHB,2,5.645,1.685,0.360,7.690
Febin Johny,TBG Neulusheim,,Right-arm medium,RHB,2,1.555,6.108,0.000,7.663
Nipun K,DCC Rising Stars,All-Rounder,Right-arm fast,RHB,2,0.700,6.931,0.000,7.631
Sobin,TSGN Mavericks,,Right-arm fast,RHB,2,2.000,5.620,0.000,7.620
Tushar Lalingkar,MSC Black Bears,,Right-arm fast,RHB,3,0.900,4.342,2.268,7.510
Sachin Kumar ,SVS Frankfurt Eagles,,Right-arm medium,RHB,5,7.406,-0.030,0.000,7.376
